Ω,V,Rate Function
13.90924439,0,9.421530475
14.09978199,0,10.05946833
14.29031958,0,10.8020847
14.48085718,0,11.69309382
14.67139477,0,12.81163659
14.86193237,0,14.32533392
15.05246996,0,16.70651952
15.24300756,0,22.99822586
15.43354515,0,19.00548884
15.62408274,0,15.62221823
15.81462034,0,13.86018469
16.00515793,0,12.67472182
16.19569553,0,11.78882094
16.38623312,0,11.08733397
16.57677072,0,10.51122054
16.76730831,0,10.02614806
16.95784591,0,9.610384993
17.1483835,0,9.249307632
17.33892109,0,8.932607965
17.52945869,0,8.652751269
17.71999628,0,8.404067322
17.91053388,0,8.182185744
18.10107147,0,7.983670623
18.29160907,0,7.80577553
18.48214666,0,7.646274023
18.67268426,0,7.503339654
18.86322185,0,7.375458952
19.05375944,0,7.26136715
19.24429704,0,7.159999897
19.43483463,0,7.070456475
19.62537223,0,6.991971355
19.81590982,0,6.923891996
20.00644742,0,6.865661404
20.19698501,0,6.816804138
20.38752261,0,6.776915284
20.5780602,0,6.745651493
20.76859779,0,6.722723767
20.95913539,0,6.707891821
21.14967298,0,6.700959297
21.34021058,0,6.70177025
21.53074817,0,6.710206345
21.72128577,0,6.726184586
21.91182336,0,6.749656078
22.10236096,0,6.780604961
22.29289855,0,6.819048053
22.48343614,0,6.865035351
22.67397374,0,6.918650345
22.86451133,0,6.980011564
23.05504893,0,7.049274748
23.24558652,0,7.12663498
23.43612412,0,7.212330387
23.62666171,0,7.306646752
23.81719931,0,7.409922367
24.0077369,0,7.522555151
24.19827449,0,7.645011413
24.38881209,0,7.777835623
24.57934968,0,7.92166391
24.76988728,0,8.077240973
24.96042487,0,8.24544
25.15096247,0,8.427289792
25.34150006,0,8.624009503
25.53203765,0,8.837052809
25.72257525,0,9.06816768
25.91311284,0,9.319477008
26.10365044,0,9.593588412
26.29418803,0,9.893748269
26.48472563,0,10.22406407
26.67526322,0,10.58983276
26.86580082,0,10.99804108
27.05633841,0,11.45816485
27.246876,0,11.98350476
27.4374136,0,12.59355587
27.62795119,0,13.31856387
27.81848879,0,14.20923473
28.00902638,0,15.36069349
28.19956398,0,16.98673008
28.39010157,0,19.77109039
28.58063917,0,39.81230098
28.77117676,0,19.75159523
28.96171435,0,16.99667576
29.15225195,0,15.38917247
29.34278954,0,14.25348314
29.53332714,0,13.37743424
29.72386473,0,12.66642927
29.91440233,0,12.06997997
30.10493992,0,11.5579411
30.29547752,0,11.11086553
30.48601511,0,10.71547469
30.6765527,0,10.36229983
30.8670903,0,10.04435205
31.05762789,0,9.756326831
31.24816549,0,9.494104924
31.43870308,0,9.254424697
31.62924068,0,9.034660785
31.81977827,0,8.832670673
32.01031587,0,8.646684166
32.20085346,0,8.475223167
32.39139105,0,8.317042667
32.58192865,0,8.171085321
32.77246624,0,8.036446833
32.96300384,0,7.912349691
33.15354143,0,7.798121742
33.34407903,0,7.693179338
33.53461662,0,7.597014411
33.72515422,0,7.509183317
33.91569181,0,7.429297902
34.1062294,0,7.357018673
34.296767,0,7.292048584
34.48730459,0,7.234128035
34.67784219,0,7.183031088
34.86837978,0,7.138561881
35.05891738,0,7.100551773
35.24945497,0,7.068857214
35.43999257,0,7.043357687
35.63053016,0,7.023954172
35.82106775,0,7.010567972
36.01160535,0,7.003139639
36.20214294,0,7.001628377
36.39268054,0,7.0060115
36.58321813,0,7.016284144
36.77375573,0,7.0324593
36.96429332,0,7.05456793
37.15483092,0,7.082659348
37.34536851,0,7.116801867
37.5359061,0,7.157083626
37.7264437,0,7.203613735
37.91698129,0,7.256523671
38.10751889,0,7.315969036
38.29805648,0,7.382131761
38.48859408,0,7.455222616
38.67913167,0,7.535484371
38.86966927,0,7.623195649
39.06020686,0,7.718675424
39.25074445,0,7.822288453
39.44128205,0,7.934452045
39.63181964,0,8.055644322
39.82235724,0,8.18641381
40.01289483,0,8.327391923
40.20343243,0,8.479308647
40.39397002,0,8.643010911
40.58450762,0,8.81948734
40.77504521,0,9.009899516
40.9655828,0,9.21562223
41.1561204,0,9.438296242
41.34665799,0,9.679899679
41.53719559,0,9.942845345
41.72773318,0,10.23011352
41.91827078,0,10.54544355
42.10880837,0,10.8936139
42.29934597,0,11.28085987
42.48988356,0,11.71553191
42.68042115,0,12.2091718
42.87095875,0,12.77837378
43.06149634,0,13.44823588
43.25203394,0,14.25938819
43.44257153,0,15.28422172
43.63310913,0,16.67205729
43.82364672,0,18.82195272
44.01418432,0,23.80281023
44.20472191,0,22.24071208
44.3952595,0,18.31085395
44.5857971,0,16.3716538
44.77633469,0,15.07615099
44.96687229,0,14.10425165
45.15740988,0,13.32812178
45.34794748,0,12.68363012
45.53848507,0,12.1339941
45.72902267,0,11.65615017
45.91956026,0,11.23468126
46.11009785,0,10.858772
46.30063545,0,10.52054353
46.49117304,0,10.21407959
46.68171064,0,9.934825761
46.87224823,0,9.679202403
47.06278583,0,9.444346219
47.25332342,0,9.227932439
47.44386102,0,9.028048895
47.63439861,0,8.843104821
47.8249362,0,8.671764257
48.0154738,0,8.512895388
48.20601139,0,8.365532049
48.39654899,0,8.22884431
48.58708658,0,8.102115233
48.77762418,0,7.984722271
48.96816177,0,7.876122942
49.15869937,0,7.775842707
49.34923696,0,7.683465347
49.53977455,0,7.598625404
49.73031215,0,7.521001439
49.92084974,0,7.450310531
50.11138734,0,7.386304238
50.30192493,0,7.328764604
50.49246253,0,7.277500877
50.68300012,0,7.232347342
50.87353772,0,7.193160871
51.06407531,0,7.159819042
51.2546129,0,7.132218866
51.4451505,0,7.110275464
51.63568809,0,7.093920989
51.82622569,0,7.083103991
52.01676328,0,7.077788826
52.20730088,0,7.077955146
52.39783847,0,7.083597831
52.58837607,0,7.094726879
52.77891366,0,7.111367445
52.96945125,0,7.133560259
53.15998885,0,7.161362027
53.35052644,0,7.194846019
53.54106404,0,7.234103029
53.73160163,0,7.279242395
53.92213923,0,7.330393302
54.11267682,0,7.387706442
54.30321442,0,7.451355951
54.49375201,0,7.521541722
54.6842896,0,7.598492208
54.8748272,0,7.682467768
55.06536479,0,7.77376465
55.25590239,0,7.872719823
55.44643998,0,7.979716694
55.63697758,0,8.095192116
55.82751517,0,8.219645053
56.01805277,0,8.353646752
56.20859036,0,8.497853744
56.39912795,0,8.653023963
56.58966555,0,8.820036816
56.78020314,0,8.99991853
56.97074074,0,9.193875126
57.16127833,0,9.403335495
0,0.190537594,0
0.190537594,0.190537594,0.001040153
0.381075189,0.190537594,0.004161248
0.571612783,0.190537594,0.009365202
0.762150378,0.190537594,0.016655211
0.952687972,0.190537594,0.026035767
1.143225567,0.190537594,0.037512663
1.333763161,0.190537594,0.051093017
1.524300756,0.190537594,0.066785288
1.71483835,0.190537594,0.084599306
1.905375944,0.190537594,0.104546292
2.095913539,0.190537594,0.126638905
2.286451133,0.190537594,0.150891267
2.476988728,0.190537594,0.177319013
2.667526322,0.190537594,0.205939344
2.858063917,0.190537594,0.236771073
3.048601511,0.190537594,0.269834683
3.239139105,0.190537594,0.305152407
3.4296767,0.190537594,0.342748294
3.620214294,0.190537594,0.382648282
3.810751889,0.190537594,0.424880295
4.001289483,0.190537594,0.469474346
4.191827078,0.190537594,0.516462638
4.382364672,0.190537594,0.565879683
4.572902267,0.190537594,0.617762433
4.763439861,0.190537594,0.672150406
4.953977455,0.190537594,0.729085875
5.14451505,0.190537594,0.788614018
5.335052644,0.190537594,0.850783109
5.525590239,0.190537594,0.915644728
5.716127833,0.190537594,0.983253992
5.906665428,0.190537594,1.053669806
6.097203022,0.190537594,1.126955137
6.287740617,0.190537594,1.203177317
6.478278211,0.190537594,1.28240842
6.668815805,0.190537594,1.364725604
6.8593534,0.190537594,1.450211552
7.049890994,0.190537594,1.538954932
7.240428589,0.190537594,1.631050932
7.430966183,0.190537594,1.72660184
7.621503778,0.190537594,1.825717708
7.812041372,0.190537594,1.928517089
8.002578966,0.190537594,2.03512785
8.193116561,0.190537594,2.145688154
8.383654155,0.190537594,2.260347515
8.57419175,0.190537594,2.379267999
8.764729344,0.190537594,2.50262561
8.955266939,0.190537594,2.630611871
9.145804533,0.190537594,2.76343564
9.336342128,0.190537594,2.901325192
9.526879722,0.190537594,3.044530635
9.717417316,0.190537594,3.193326699
9.907954911,0.190537594,3.348015942
10.09849251,0.190537594,3.508932628
10.2890301,0.190537594,3.67644716
10.47956769,0.190537594,3.850971286
10.67010529,0.190537594,4.032964316
10.86064288,0.190537594,4.222940467
11.05118048,0.190537594,4.421477605
11.24171807,0.190537594,4.629227664
11.43225567,0.190537594,4.846929095
11.62279326,0.190537594,5.075421549
11.81333086,0.190537594,5.315663794
12.00386845,0.190537594,5.568754222
12.19440604,0.190537594,5.835954762
12.38494364,0.190537594,6.11871732
12.57548123,0.190537594,6.418710596
12.76601883,0.190537594,6.737841685
12.95655642,0.190537594,7.078258942
13.14709402,0.190537594,7.442307736
13.33763161,0.190537594,7.832372152
13.52816921,0.190537594,8.250463109
13.7187068,0.190537594,8.697256735
13.90924439,0.190537594,9.170013967
14.09978199,0.190537594,9.658541952
14.29031958,0.190537594,10.13908798
14.48085718,0.190537594,10.57088943
14.67139477,0.190537594,10.90935537
14.86193237,0.190537594,11.14010213
15.05246996,0.190537594,11.29495541
15.24300756,0.190537594,11.42282545
15.43354515,0.190537594,11.55277253
15.62408274,0.190537594,11.67253285
15.81462034,0.190537594,11.71546652
16.00515793,0.190537594,11.58778794
16.19569553,0.190537594,11.26889554
16.38623312,0.190537594,10.84060307
16.57677072,0.190537594,10.39128875
16.76730831,0.190537594,9.966230122
16.95784591,0.190537594,9.580064673
17.1483835,0.190537594,9.234213242
17.33892109,0.190537594,8.925625613
17.52945869,0.190537594,8.650199545
17.71999628,0.190537594,8.403966452
17.91053388,0.190537594,8.183437113
18.10107147,0.190537594,7.985649666
18.29160907,0.190537594,7.808121187
18.48214666,0.190537594,7.648775751
18.67268426,0.190537594,7.505874787
18.86322185,0.190537594,7.377957029
19.05375944,0.190537594,7.263789094
19.24429704,0.190537594,7.162325624
19.43483463,0.190537594,7.072677378
19.62537223,0.190537594,6.994085724
19.81590982,0.190537594,6.925902147
20.00644742,0.190537594,6.867571913
20.19698501,0.190537594,6.818620731
20.38752261,0.190537594,6.778644109
20.5780602,0.190537594,6.747298736
20.76859779,0.190537594,6.724295349
20.95913539,0.190537594,6.709393211
21.14967298,0.190537594,6.702395474
21.34021058,0.190537594,6.70314555
21.53074817,0.190537594,6.711524487
21.72128577,0.190537594,6.727448601
21.91182336,0.190537594,6.75086817
22.10236096,0.190537594,6.781766608
22.29289855,0.190537594,6.820159838
22.48343614,0.190537594,6.866096699
22.67397374,0.190537594,6.919659662
22.86451133,0.190537594,6.980965844
23.05504893,0.190537594,7.050169153
23.24558652,0.190537594,7.127462781
23.43612412,0.190537594,7.213082242
23.62666171,0.190537594,7.307309856
23.81719931,0.190537594,7.410479873
24.0077369,0.190537594,7.522984636
24.19827449,0.190537594,7.645282875
24.38881209,0.190537594,7.777909437
24.57934968,0.190537594,7.921486995
24.76988728,0.190537594,8.076741362
24.96042487,0.190537594,8.244520055
25.15096247,0.190537594,8.425814767
25.34150006,0.190537594,8.621790517
25.53203765,0.190537594,8.833821759
25.72257525,0.190537594,9.063536031
25.91311284,0.190537594,9.312869269
26.10365044,0.190537594,9.584131933
26.29418803,0.190537594,9.880081135
26.48472563,0.190537594,10.2039906
26.67526322,0.190537594,10.55967895
26.86580082,0.190537594,10.95138981
27.05633841,0.190537594,11.38325048
27.246876,0.190537594,11.85758323
27.4374136,0.190537594,12.37031748
27.62795119,0.190537594,12.90023822
27.81848879,0.190537594,13.39176898
28.00902638,0.190537594,13.75682635
28.19956398,0.190537594,13.94553469
28.39010157,0.190537594,14.01050252
28.58063917,0.190537594,14.03886631
28.77117676,0.190537594,14.06679711
28.96171435,0.190537594,14.05367282
29.15225195,0.190537594,13.897183
29.34278954,0.190537594,13.53479341
29.53332714,0.190537594,13.03164104
29.72386473,0.190537594,12.4926015
29.91440233,0.190537594,11.97742621
30.10493992,0.190537594,11.50595945
30.29547752,0.190537594,11.08036673
30.48601511,0.190537594,10.69697552
30.6765527,0.190537594,10.35081648
30.8670903,0.190537594,10.03713061
31.05762789,0.190537594,9.751777847
31.24816549,0.190537594,9.491275911
31.43870308,0.190537594,9.252726511
31.62924068,0.190537594,9.033718895
31.81977827,0.190537594,8.832241192
32.01031587,0.190537594,8.646605198
32.20085346,0.190537594,8.475385437
32.39139105,0.190537594,8.317371185
32.58192865,0.190537594,8.171528124
32.77246624,0.190537594,8.036967606
32.96300384,0.190537594,7.91292271
33.15354143,0.190537594,7.798728795
33.34407903,0.190537594,7.693807567
33.53461662,0.190537594,7.597654567
33.72515422,0.190537594,7.509828867
33.91569181,0.190537594,7.429944341
34.1062294,0.190537594,7.357662781
34.296767,0.190537594,7.292688191
34.48730459,0.190537594,7.234761783
34.67784219,0.190537594,7.183658073
34.86837978,0.190537594,7.139181612
35.05891738,0.190537594,7.101164073
35.24945497,0.190537594,7.069462051
35.43999257,0.190537594,7.043955187
35.63053016,0.190537594,7.024544522
35.82106775,0.190537594,7.011151382
36.01160535,0.190537594,7.003716374
36.20214294,0.190537594,7.002198622
36.39268054,0.190537594,7.006575394
36.58321813,0.190537594,7.016841777
36.77375573,0.190537594,7.033010615
36.96429332,0.190537594,7.055112732
37.15483092,0.190537594,7.083197275
37.34536851,0.190537594,7.117332313
37.5359061,0.190537594,7.15760571
37.7264437,0.190537594,7.204126203
37.91698129,0.190537594,7.257024844
38.10751889,0.190537594,7.316456683
38.29805648,0.190537594,7.382602888
38.48859408,0.190537594,7.455673375
38.67913167,0.190537594,7.535909776
38.86966927,0.190537594,7.623589159
39.06020686,0.190537594,7.719028546
39.25074445,0.190537594,7.822590238
39.44128205,0.190537594,7.934688131
39.63181964,0.190537594,8.055795658
39.82235724,0.190537594,8.186455493
40.01289483,0.190537594,8.327290718
40.20343243,0.190537594,8.479019379
40.39397002,0.190537594,8.642472629
40.58450762,0.190537594,8.818615993
40.77504521,0.190537594,9.008577415
40.9655828,0.190537594,9.213682238
41.1561204,0.190537594,9.435497185
41.34665799,0.190537594,9.675885423
41.53719559,0.190537594,9.937076896
41.72773318,0.190537594,10.22175515
41.91827078,0.190537594,10.53315621
42.10880837,0.190537594,10.87517184
42.29934597,0.190537594,11.25240921
42.48988356,0.190537594,11.67006363
42.68042115,0.190537594,12.13320913
42.87095875,0.190537594,12.64437947
43.06149634,0.190537594,13.19655423
43.25203394,0.190537594,13.7563189
43.44257153,0.190537594,14.24098268
43.63310913,0.190537594,14.54513205
43.82364672,0.190537594,14.6587352
44.01418432,0.190537594,14.68221144
44.20472191,0.190537594,14.69524055
44.3952595,0.190537594,14.68775071
44.5857971,0.190537594,14.56098908
44.77633469,0.190537594,14.21839409
44.96687229,0.190537594,13.70200351
45.15740988,0.190537594,13.1307492
45.34794748,0.190537594,12.58025709
45.53848507,0.190537594,12.07637938
45.72902267,0.190537594,11.62232232
45.91956026,0.190537594,11.21398076
46.11009785,0.190537594,10.84569649
46.30063545,0.190537594,10.51209132
46.49117304,0.190537594,10.20853298
46.68171064,0.190537594,9.931160777
46.87224823,0.190537594,9.676786929
47.06278583,0.190537594,9.442778104
47.25332342,0.190537594,9.226949053
47.44386102,0.190537594,9.027474864
47.63439861,0.190537594,8.842820871
47.8249362,0.190537594,8.671687672
48.0154738,0.190537594,8.512968064
48.20601139,0.190537594,8.365712755
48.39654899,0.190537594,8.229103285
48.58708658,0.190537594,8.102430892
48.77762418,0.190537594,7.985078983
48.96816177,0.190537594,7.876508975
49.15869937,0.190537594,7.776249459
49.34923696,0.190537594,7.683886647
49.53977455,0.190537594,7.599056467
49.73031215,0.190537594,7.521438755
49.92084974,0.190537594,7.450751702
50.11138734,0.190537594,7.386747313
50.30192493,0.190537594,7.329208184
50.49246253,0.190537594,7.277944157
50.68300012,0.190537594,7.2327896
50.87353772,0.190537594,7.193601636
51.06407531,0.190537594,7.160258128
51.2546129,0.190537594,7.132656109
51.4451505,0.190537594,7.110710757
51.63568809,0.190537594,7.09435439
51.82622569,0.190537594,7.083535512
52.01676328,0.190537594,7.078218494
52.20730088,0.190537594,7.078383026
52.39783847,0.190537594,7.08402391
52.58837607,0.190537594,7.095151103
52.77891366,0.190537594,7.111789734
52.96945125,0.190537594,7.133980395
53.15998885,0.190537594,7.161779679
53.35052644,0.190537594,7.195260741
53.54106404,0.190537594,7.234514142
53.73160163,0.190537594,7.279648987
53.92213923,0.190537594,7.330794174
54.11267682,0.190537594,7.388099982
54.30321442,0.190537594,7.451740062
54.49375201,0.190537594,7.521913681
54.6842896,0.190537594,7.598848482
54.8748272,0.190537594,7.682803785
55.06536479,0.190537594,7.774074479
55.25590239,0.190537594,7.87299577
55.44643998,0.190537594,7.979948734
55.63697758,0.190537594,8.095367133
55.82751517,0.190537594,8.21974569
56.01805277,0.190537594,8.353650074
56.20859036,0.190537594,8.497729035
56.39912795,0.190537594,8.652729597
56.58966555,0.190537594,8.819516022
56.78020314,0.190537594,8.999092673
56.97074074,0.190537594,9.192633697
57.16127833,0.190537594,9.401520639
0,0.381075189,0
0.190537594,0.381075189,0.001039655
0.381075189,0.381075189,0.004159255
0.571612783,0.381075189,0.009360708
0.762150378,0.381075189,0.016647198
0.952687972,0.381075189,0.026023196
1.143225567,0.381075189,0.037494473
1.333763161,0.381075189,0.051068118
1.524300756,0.381075189,0.066752551
1.71483835,0.381075189,0.084557561
1.905375944,0.381075189,0.104494319
2.095913539,0.381075189,0.126575426
2.286451133,0.381075189,0.150814941
2.476988728,0.381075189,0.177228424
2.667526322,0.381075189,0.205832994
2.858063917,0.381075189,0.236647369
3.048601511,0.381075189,0.269691927
3.239139105,0.381075189,0.304988786
3.4296767,0.381075189,0.342561859
3.620214294,0.381075189,0.382436942
3.810751889,0.381075189,0.42464179
4.001289483,0.381075189,0.469206236
4.191827078,0.381075189,0.516162274
4.382364672,0.381075189,0.565544188
4.572902267,0.381075189,0.617388671
4.763439861,0.381075189,0.671734951
4.953977455,0.381075189,0.728624978
5.14451505,0.381075189,0.788103561
5.335052644,0.381075189,0.850218563
5.525590239,0.381075189,0.915021098
5.716127833,0.381075189,0.982565757
5.906665428,0.381075189,1.052910846
6.097203022,0.381075189,1.126118654
6.287740617,0.381075189,1.202255739
6.478278211,0.381075189,1.28139329
6.668815805,0.381075189,1.363607457
6.8593534,0.381075189,1.448979756
7.049890994,0.381075189,1.53759752
7.240428589,0.381075189,1.629554387
7.430966183,0.381075189,1.724950852
7.621503778,0.381075189,1.823894879
7.812041372,0.381075189,1.926502583
8.002578966,0.381075189,2.032898968
8.193116561,0.381075189,2.143218836
8.383654155,0.381075189,2.257607719
8.57419175,0.381075189,2.376222956
8.764729344,0.381075189,2.499234909
8.955266939,0.381075189,2.626828334
9.145804533,0.381075189,2.759203928
9.336342128,0.381075189,2.896580069
9.526879722,0.381075189,3.03919479
9.717417316,0.381075189,3.187307995
9.907954911,0.381075189,3.34120391
10.09849251,0.381075189,3.501193989
10.2890301,0.381075189,3.667620007
10.47956769,0.381075189,3.840857509
10.67010529,0.381075189,4.021319624
10.86064288,0.381075189,4.209461108
11.05118048,0.381075189,4.40578252
11.24171807,0.381075189,4.610834228
11.43225567,0.381075189,4.825219752
11.62279326,0.381075189,5.049597366
11.81333086,0.381075189,5.284678995
12.00386845,0.381075189,5.531222662
12.19440604,0.381075189,5.79001466
12.38494364,0.381075189,6.06183318
12.57548123,0.381075189,6.347380105
12.76601883,0.381075189,6.647158919
12.95655642,0.381075189,6.961263148
13.14709402,0.381075189,7.289023978
13.33763161,0.381075189,7.628448961
13.52816921,0.381075189,7.975405072
13.7187068,0.381075189,8.322622777
13.90924439,0.381075189,8.658961407
14.09978199,0.381075189,8.970007116
14.29031958,0.381075189,9.241374297
14.48085718,0.381075189,9.464552123
14.67139477,0.381075189,9.641738115
14.86193237,0.381075189,9.785265695
15.05246996,0.381075189,9.911905092
15.24300756,0.381075189,10.03637016
15.43354515,0.381075189,10.16667707
15.62408274,0.381075189,10.30047352
15.81462034,0.381075189,10.42069403
16.00515793,0.381075189,10.49262289
16.19569553,0.381075189,10.47255025
16.38623312,0.381075189,10.3357629
16.57677072,0.381075189,10.09893627
16.76730831,0.381075189,9.805109933
16.95784591,0.381075189,9.494032277
17.1483835,0.381075189,9.190080921
17.33892109,0.381075189,8.904836955
17.52945869,0.381075189,8.642482981
17.71999628,0.381075189,8.40358491
17.91053388,0.381075189,8.187137299
18.10107147,0.381075189,7.991558803
18.29160907,0.381075189,7.815148714
18.48214666,0.381075189,7.656283
18.67268426,0.381075189,7.513488722
18.86322185,0.381075189,7.385463014
19.05375944,0.381075189,7.271067922
19.24429704,0.381075189,7.169315895
19.43483463,0.381075189,7.079352664
19.62537223,0.381075189,7.000440581
19.81590982,0.381075189,6.931943422
20.00644742,0.381075189,6.873313296
20.19698501,0.381075189,6.824079433
20.38752261,0.381075189,6.783838683
20.5780602,0.381075189,6.752247786
20.76859779,0.381075189,6.72901672
20.95913539,0.381075189,6.713903412
21.14967298,0.381075189,6.706709468
21.34021058,0.381075189,6.70727649
21.53074817,0.381075189,6.715483483
21.72128577,0.381075189,6.731244763
21.91182336,0.381075189,6.754508302
22.10236096,0.381075189,6.785255032
22.29289855,0.381075189,6.823498249
22.48343614,0.381075189,6.869283646
22.67397374,0.381075189,6.922690177
22.86451133,0.381075189,6.983830833
23.05504893,0.381075189,7.052854365
23.24558652,0.381075189,7.129947828
23.43612412,0.381075189,7.215339009
23.62666171,0.381075189,7.309300234
23.81719931,0.381075189,7.412153133
24.0077369,0.381075189,7.524273484
24.19827449,0.381075189,7.646097907
24.38881209,0.381075189,7.778131864
24.57934968,0.381075189,7.920958122
24.76988728,0.381075189,8.075247313
24.96042487,0.381075189,8.241770039
25.15096247,0.381075189,8.42140916
25.34150006,0.381075189,8.615172462
25.53203765,0.381075189,8.824203588
25.72257525,0.381075189,9.049785605
25.91311284,0.381075189,9.293328092
26.10365044,0.381075189,9.556320172
26.29418803,0.381075189,9.840211042
26.48472563,0.381075189,10.14614393
26.67526322,0.381075189,10.47440741
26.86580082,0.381075189,10.82335588
27.05633841,0.381075189,11.18743586
27.246876,0.381075189,11.55409423
27.4374136,0.381075189,11.90055798
27.62795119,0.381075189,12.19490772
27.81848879,0.381075189,12.40831566
28.00902638,0.381075189,12.53473587
28.19956398,0.381075189,12.5964563
28.39010157,0.381075189,12.6272983
28.58063917,0.381075189,12.65329036
28.77117676,0.381075189,12.68376456
28.96171435,0.381075189,12.70840616
29.15225195,0.381075189,12.6962962
29.34278954,0.381075189,12.60404318
29.53332714,0.381075189,12.40238076
29.72386473,0.381075189,12.10174855
29.91440233,0.381075189,11.74238442
30.10493992,0.381075189,11.36461104
30.29547752,0.381075189,10.99415638
30.48601511,0.381075189,10.64349207
30.6765527,0.381075189,10.31716572
30.8670903,0.381075189,10.01579206
31.05762789,0.381075189,9.738264906
31.24816549,0.381075189,9.482843593
31.43870308,0.381075189,9.247653239
31.62924068,0.381075189,9.030900535
31.81977827,0.381075189,8.830954748
32.01031587,0.381075189,8.646368376
32.20085346,0.381075189,8.475871749
32.39139105,0.381075189,8.318356483
32.58192865,0.381075189,8.172856537
32.77246624,0.381075189,8.038530066
32.96300384,0.381075189,7.914642269
33.15354143,0.381075189,7.800550635
33.34407903,0.381075189,7.695692963
33.53461662,0.381075189,7.599575862
33.72515422,0.381075189,7.511766453
33.91569181,0.381075189,7.431884519
34.1062294,0.381075189,7.359596001
34.296767,0.381075189,7.294607947
34.48730459,0.381075189,7.236663878
34.67784219,0.381075189,7.185539873
34.86837978,0.381075189,7.141041645
35.05891738,0.381075189,7.10300176
35.24945497,0.381075189,7.071277333
35.43999257,0.381075189,7.045748394
35.63053016,0.381075189,7.026316265
35.82106775,0.381075189,7.01290233
36.01160535,0.381075189,7.005447211
36.20214294,0.381075189,7.00390999
36.39268054,0.381075189,7.008267725
36.58321813,0.381075189,7.018515263
36.77375573,0.381075189,7.034665137
36.96429332,0.381075189,7.056747711
37.15483092,0.381075189,7.08481159
37.34536851,0.381075189,7.118924163
37.5359061,0.381075189,7.159172432
37.7264437,0.381075189,7.205664073
37.91698129,0.381075189,7.258528776
38.10751889,0.381075189,7.317919936
38.29805648,0.381075189,7.384016599
38.48859408,0.381075189,7.457025904
38.67913167,0.381075189,7.537186083
38.86966927,0.381075189,7.624769718
39.06020686,0.381075189,7.720087935
39.25074445,0.381075189,7.823495412
39.44128205,0.381075189,7.935395985
39.63181964,0.381075189,8.056249548
39.82235724,0.381075189,8.186580369
40.01289483,0.381075189,8.326986864
40.20343243,0.381075189,8.478152695
40.39397002,0.381075189,8.640860468
40.58450762,0.381075189,8.816007742
40.77504521,0.381075189,9.004623673
40.9655828,0.381075189,9.207888393
41.1561204,0.381075189,9.427151634
41.34665799,0.381075189,9.663944953
41.53719559,0.381075189,9.91997936
41.72773318,0.381075189,10.19710621
41.91827078,0.381075189,10.4971955
42.10880837,0.381075189,10.82183505
42.29934597,0.381075189,11.17166191
42.48988356,0.381075189,11.54495793
42.68042115,0.381075189,11.93492255
42.87095875,0.381075189,12.32521414
43.06149634,0.381075189,12.68546574
43.25203394,0.381075189,12.97459312
43.44257153,0.381075189,13.16194895
43.63310913,0.381075189,13.25295224
43.82364672,0.381075189,13.2846534
44.01418432,0.381075189,13.29647889
44.20472191,0.381075189,13.30982444
44.3952595,0.381075189,13.32216498
44.5857971,0.381075189,13.30601791
44.77633469,0.381075189,13.21536143
44.96687229,0.381075189,13.01240979
45.15740988,0.381075189,12.70092191
45.34794748,0.381075189,12.32218392
45.53848507,0.381075189,11.9212171
45.72902267,0.381075189,11.52726729
45.91956026,0.381075189,11.15437156
46.11009785,0.381075189,10.80749107
